"filename", "language", "TypeScript", "HTML", "SCSS", "comment", "blank", "total"
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\productorderlistbysupplier\productorderlistbysupplier.component.ts", "TypeScript", 156, 0, 0, 1, 15, 172
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\subcategory-listing\subcategory-listing.component.html", "HTML", 0, 171, 0, 11, 6, 188
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\subcategory-listing\subcategory-listing.component.scss", "SCSS", 0, 0, 160, 6, 39, 205
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\subcategory-listing\subcategory-listing.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\subcategory-listing\subcategory-listing.component.ts", "TypeScript", 166, 0, 0, 1, 15, 182
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\supplierpurchaseorderhistory\supplierpurchaseorderhistory.component.html", "HTML", 0, 164, 0, 18, 7, 189
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\supplierpurchaseorderhistory\supplierpurchaseorderhistory.component.scss", "SCSS", 0, 0, 109, 2, 21, 132
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\supplierpurchaseorderhistory\supplierpurchaseorderhistory.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\supplierpurchaseorderhistory\supplierpurchaseorderhistory.component.ts", "TypeScript", 71, 0, 0, 2, 5, 78
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers-listing\suppliers-listing.component.html", "HTML", 0, 112, 0, 8, 5, 125
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers-listing\suppliers-listing.component.scss", "SCSS", 0, 0, 153, 6, 38, 197
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers-listing\suppliers-listing.component.ts", "TypeScript", 207, 0, 0, 5, 19, 231
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers\add-suppliers.component.html", "HTML", 0, 224, 0, 0, 5, 229
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers\add-suppliers.component.scss", "SCSS", 0, 0, 54, 2, 14, 70
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\suppliers\add-suppliers.component.ts", "TypeScript", 153, 0, 0, 16, 23, 192
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\update-inventory\update-inventory.component.html", "HTML", 0, 732, 0, 93, 32, 857
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\update-inventory\update-inventory.component.scss", "SCSS", 0, 0, 45, 43, 15, 103
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\update-inventory\update-inventory.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\update-inventory\update-inventory.component.ts", "TypeScript", 264, 0, 0, 0, 16, 280
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\view-product\view-product.component.html", "HTML", 0, 137, 0, 27, 11, 175
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\view-product\view-product.component.scss", "SCSS", 0, 0, 74, 1, 4, 79
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\view-product\view-product.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\inventory\components\view-product\view-product.component.ts", "TypeScript", 51, 0, 0, 0, 4, 55
"d:\AngularProject\Polerace\src\app\Platform\inventory\inventory-routing.module.ts", "TypeScript", 108, 0, 0, 4, 6, 118
"d:\AngularProject\Polerace\src\app\Platform\inventory\inventory.module.ts", "TypeScript", 155, 0, 0, 2, 2, 159
"d:\AngularProject\Polerace\src\app\Platform\inventory\models\product-images.ts", "TypeScript", 10, 0, 0, 0, 0, 10
"d:\AngularProject\Polerace\src\app\Platform\inventory\services\inventory.service.ts", "TypeScript", 211, 0, 0, 33, 56, 300
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-marketplaces\add-marketplaces.component.html", "HTML", 0, 178, 0, 0, 14, 192
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-marketplaces\add-marketplaces.component.scss", "SCSS", 0, 0, 29, 0, 6, 35
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-marketplaces\add-marketplaces.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-marketplaces\add-marketplaces.component.ts", "TypeScript", 206, 0, 0, 2, 12, 220
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-sales-taxes-dialog\add-sales-taxes-dialog.component.html", "HTML", 0, 41, 0, 0, 5, 46
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-sales-taxes-dialog\add-sales-taxes-dialog.component.scss", "SCSS", 0, 0, 15, 0, 6, 21
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\add-sales-taxes-dialog\add-sales-taxes-dialog.component.ts", "TypeScript", 57, 0, 0, 2, 10, 69
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\amazon-configuration-dialog\amazon-configuration-dialog.component.html", "HTML", 0, 187, 0, 5, 5, 197
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\amazon-configuration-dialog\amazon-configuration-dialog.component.scss", "SCSS", 0, 0, 74, 0, 15, 89
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\amazon-configuration-dialog\amazon-configuration-dialog.component.ts", "TypeScript", 184, 0, 0, 3, 22, 209
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\channel-configurations\channel-configurations.component.html", "HTML", 0, 27, 0, 0, 5, 32
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\channel-configurations\channel-configurations.component.scss", "SCSS", 0, 0, 32, 1, 7, 40
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\channel-configurations\channel-configurations.component.ts", "TypeScript", 126, 0, 0, 3, 19, 148
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\e-bay-configuration-dialog\e-bay-configuration-dialog.component.html", "HTML", 0, 116, 0, 4, 7, 127
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\e-bay-configuration-dialog\e-bay-configuration-dialog.component.scss", "SCSS", 0, 0, 80, 0, 18, 98
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\e-bay-configuration-dialog\e-bay-configuration-dialog.component.ts", "TypeScript", 76, 0, 0, 2, 13, 91
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\manage-sales-channels\manage-sales-channels.component.html", "HTML", 0, 170, 0, 7, 7, 184
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\manage-sales-channels\manage-sales-channels.component.scss", "SCSS", 0, 0, 177, 8, 42, 227
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\manage-sales-channels\manage-sales-channels.component.ts", "TypeScript", 203, 0, 0, 6, 22, 231
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplace-listing\marketplace-listing.component.html", "HTML", 0, 170, 0, 8, 7, 185
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplace-listing\marketplace-listing.component.scss", "SCSS", 0, 0, 140, 3, 36, 179
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplace-listing\marketplace-listing.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplace-listing\marketplace-listing.component.ts", "TypeScript", 54, 0, 0, 0, 9, 63
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplaces-fields-mapping\marketplaces-fields-mapping.component.html", "HTML", 0, 166, 0, 27, 8, 201
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplaces-fields-mapping\marketplaces-fields-mapping.component.scss", "SCSS", 0, 0, 26, 0, 1, 27
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\marketplaces-fields-mapping\marketplaces-fields-mapping.component.ts", "TypeScript", 176, 0, 0, 4, 24, 204
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\orders-from-diff-marketplaces\orders-from-diff-marketplaces.component.html", "HTML", 0, 130, 0, 7, 5, 142
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\orders-from-diff-marketplaces\orders-from-diff-marketplaces.component.scss", "SCSS", 0, 0, 247, 6, 65, 318
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\orders-from-diff-marketplaces\orders-from-diff-marketplaces.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\orders-from-diff-marketplaces\orders-from-diff-marketplaces.component.ts", "TypeScript", 417, 0, 0, 4, 29, 450
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\view-orderdetails-from-diff-channels\view-orderdetails-from-diff-channels.component.html", "HTML", 0, 81, 0, 2, 4, 87
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\view-orderdetails-from-diff-channels\view-orderdetails-from-diff-channels.component.scss", "SCSS", 0, 0, 44, 2, 9, 55
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\view-orderdetails-from-diff-channels\view-orderdetails-from-diff-channels.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\view-orderdetails-from-diff-channels\view-orderdetails-from-diff-channels.component.ts", "TypeScript", 42, 0, 0, 0, 8, 50
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\walmart-configuration-dialog\walmart-configuration-dialog.component.html", "HTML", 0, 96, 0, 0, 10, 106
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\walmart-configuration-dialog\walmart-configuration-dialog.component.scss", "SCSS", 0, 0, 68, 0, 14, 82
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\components\walmart-configuration-dialog\walmart-configuration-dialog.component.ts", "TypeScript", 89, 0, 0, 7, 13, 109
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\marketplaces-routing.module.ts", "TypeScript", 41, 0, 0, 8, 4, 53
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\marketplaces.module.ts", "TypeScript", 132, 0, 0, 0, 2, 134
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\models\eBayAuthorizeCode.ts", "TypeScript", 3, 0, 0, 0, 0, 3
"d:\AngularProject\Polerace\src\app\Platform\marketplaces\services\marketplaces.service.ts", "TypeScript", 135, 0, 0, 26, 37, 198
"d:\AngularProject\Polerace\src\app\Platform\orders\add-order\add-order.component.html", "HTML", 0, 197, 0, 6, 21, 224
"d:\AngularProject\Polerace\src\app\Platform\orders\add-order\add-order.component.scss", "SCSS", 0, 0, 54, 2, 13, 69
"d:\AngularProject\Polerace\src\app\Platform\orders\add-order\add-order.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\orders\add-order\add-order.component.ts", "TypeScript", 352, 0, 0, 3, 41, 396
"d:\AngularProject\Polerace\src\app\Platform\orders\order-listing\order-listing.component.html", "HTML", 0, 113, 0, 9, 6, 128
"d:\AngularProject\Polerace\src\app\Platform\orders\order-listing\order-listing.component.scss", "SCSS", 0, 0, 272, 8, 62, 342
"d:\AngularProject\Polerace\src\app\Platform\orders\order-listing\order-listing.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\orders\order-listing\order-listing.component.ts", "TypeScript", 219, 0, 0, 1, 17, 237
"d:\AngularProject\Polerace\src\app\Platform\orders\orders.module.ts", "TypeScript", 118, 0, 0, 0, 3, 121
"d:\AngularProject\Polerace\src\app\Platform\orders\orders.routing.ts", "TypeScript", 31, 0, 0, 0, 2, 33
"d:\AngularProject\Polerace\src\app\Platform\orders\services\amazon.orders.services.ts", "TypeScript", 33, 0, 0, 0, 9, 42
"d:\AngularProject\Polerace\src\app\Platform\orders\services\ebay.orders.service.ts", "TypeScript", 17, 0, 0, 0, 7, 24
"d:\AngularProject\Polerace\src\app\Platform\orders\services\order.service.ts", "TypeScript", 25, 0, 0, 0, 10, 35
"d:\AngularProject\Polerace\src\app\Platform\orders\services\walmart-orders.service.ts", "TypeScript", 17, 0, 0, 0, 7, 24
"d:\AngularProject\Polerace\src\app\Platform\orders\view-order\view-order.component.html", "HTML", 0, 92, 0, 2, 9, 103
"d:\AngularProject\Polerace\src\app\Platform\orders\view-order\view-order.component.scss", "SCSS", 0, 0, 16, 0, 5, 21
"d:\AngularProject\Polerace\src\app\Platform\orders\view-order\view-order.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\orders\view-order\view-order.component.ts", "TypeScript", 41, 0, 0, 0, 8, 49
"d:\AngularProject\Polerace\src\app\Platform\reports\components\market-places-profit-list\market-places-profit-list.component.html", "HTML", 0, 173, 0, 46, 15, 234
"d:\AngularProject\Polerace\src\app\Platform\reports\components\market-places-profit-list\market-places-profit-list.component.scss", "SCSS", 0, 0, 65, 2, 11, 78
"d:\AngularProject\Polerace\src\app\Platform\reports\components\market-places-profit-list\market-places-profit-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\reports\components\market-places-profit-list\market-places-profit-list.component.ts", "TypeScript", 331, 0, 0, 0, 24, 355
"d:\AngularProject\Polerace\src\app\Platform\reports\components\profit-list\profit-list.component.html", "HTML", 0, 157, 0, 40, 17, 214
"d:\AngularProject\Polerace\src\app\Platform\reports\components\profit-list\profit-list.component.scss", "SCSS", 0, 0, 93, 5, 14, 112
"d:\AngularProject\Polerace\src\app\Platform\reports\components\profit-list\profit-list.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\reports\components\profit-list\profit-list.component.ts", "TypeScript", 291, 0, 0, 2, 23, 316
"d:\AngularProject\Polerace\src\app\Platform\reports\reports-routing.module.ts", "TypeScript", 19, 0, 0, 0, 3, 22
"d:\AngularProject\Polerace\src\app\Platform\reports\reports.module.ts", "TypeScript", 30, 0, 0, 0, 2, 32
"d:\AngularProject\Polerace\src\app\Platform\reports\services\reports.service.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\AngularProject\Polerace\src\app\Platform\reports\services\reports.service.ts", "TypeScript", 21, 0, 0, 0, 4, 25
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\add-seller\add-seller.component.html", "HTML", 0, 294, 0, 0, 4, 298
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\add-seller\add-seller.component.scss", "SCSS", 0, 0, 54, 2, 14, 70
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\add-seller\add-seller.component.ts", "TypeScript", 205, 0, 0, 10, 15, 230
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\manage-sellers\manage-sellers.component.html", "HTML", 0, 108, 0, 9, 5, 122
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\manage-sellers\manage-sellers.component.scss", "SCSS", 0, 0, 160, 6, 38, 204
"d:\AngularProject\Polerace\src\app\Platform\sellers\components\manage-sellers\manage-sellers.component.ts", "TypeScript", 178, 0, 0, 0, 22, 200
"d:\AngularProject\Polerace\src\app\Platform\sellers\sellers-routing.module.ts", "TypeScript", 22, 0, 0, 0, 4, 26
"d:\AngularProject\Polerace\src\app\Platform\sellers\sellers.module.ts", "TypeScript", 112, 0, 0, 0, 1, 113
"d:\AngularProject\Polerace\src\app\Platform\sellers\services\sellers.service.ts", "TypeScript", 58, 0, 0, 2, 8, 68
"d:\AngularProject\Polerace\src\app\Platform\setting\components\changepassword\changepassword.component.html", "HTML", 0, 1, 0, 0, 1, 2
"d:\AngularProject\Polerace\src\app\Platform\setting\components\changepassword\changepassword.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\Platform\setting\components\changepassword\changepassword.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\setting\components\changepassword\changepassword.component.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"d:\AngularProject\Polerace\src\app\Platform\settings\components\add-users\add-users.component.html", "HTML", 0, 257, 0, 0, 46, 303
"d:\AngularProject\Polerace\src\app\Platform\settings\components\add-users\add-users.component.scss", "SCSS", 0, 0, 11, 1, 5, 17
"d:\AngularProject\Polerace\src\app\Platform\settings\components\add-users\add-users.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\add-users\add-users.component.ts", "TypeScript", 175, 0, 0, 16, 25, 216
"d:\AngularProject\Polerace\src\app\Platform\settings\components\changepassword\changepassword.component.html", "HTML", 0, 38, 0, 0, 0, 38
"d:\AngularProject\Polerace\src\app\Platform\settings\components\changepassword\changepassword.component.scss", "SCSS", 0, 0, 7, 0, 2, 9
"d:\AngularProject\Polerace\src\app\Platform\settings\components\changepassword\changepassword.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\changepassword\changepassword.component.ts", "TypeScript", 46, 0, 0, 0, 10, 56
"d:\AngularProject\Polerace\src\app\Platform\settings\components\company-profile\company-profile.component.html", "HTML", 0, 0, 0, 278, 4, 282
"d:\AngularProject\Polerace\src\app\Platform\settings\components\company-profile\company-profile.component.scss", "SCSS", 0, 0, 10, 1, 1, 12
"d:\AngularProject\Polerace\src\app\Platform\settings\components\company-profile\company-profile.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\company-profile\company-profile.component.ts", "TypeScript", 131, 0, 0, 6, 11, 148
"d:\AngularProject\Polerace\src\app\Platform\settings\components\footer\footer.component.html", "HTML", 0, 71, 0, 7, 1, 79
"d:\AngularProject\Polerace\src\app\Platform\settings\components\footer\footer.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\Platform\settings\components\footer\footer.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\footer\footer.component.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"d:\AngularProject\Polerace\src\app\Platform\settings\components\header\header.component.html", "HTML", 0, 16, 0, 5, 3, 24
"d:\AngularProject\Polerace\src\app\Platform\settings\components\header\header.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\Platform\settings\components\header\header.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\header\header.component.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-groups\manage-groups.component.html", "HTML", 0, 243, 0, 0, 55, 298
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-groups\manage-groups.component.scss", "SCSS", 0, 0, 34, 1, 1, 36
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-groups\manage-groups.component.ts", "TypeScript", 339, 0, 0, 12, 20, 371
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-users\manage-users.component.html", "HTML", 0, 161, 0, 8, 8, 177
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-users\manage-users.component.scss", "SCSS", 0, 0, 13, 0, 2, 15
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-users\manage-users.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\manage-users\manage-users.component.ts", "TypeScript", 89, 0, 0, 5, 8, 102
"d:\AngularProject\Polerace\src\app\Platform\settings\components\my-profile\my-profile.component.html", "HTML", 0, 322, 0, 0, 58, 380
"d:\AngularProject\Polerace\src\app\Platform\settings\components\my-profile\my-profile.component.scss", "SCSS", 0, 0, 17, 1, 0, 18
"d:\AngularProject\Polerace\src\app\Platform\settings\components\my-profile\my-profile.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\my-profile\my-profile.component.ts", "TypeScript", 237, 0, 0, 13, 28, 278
"d:\AngularProject\Polerace\src\app\Platform\settings\components\stripe-payment\stripe-payment.component.html", "HTML", 0, 12, 0, 0, 2, 14
"d:\AngularProject\Polerace\src\app\Platform\settings\components\stripe-payment\stripe-payment.component.scss", "SCSS", 0, 0, 18, 0, 6, 24
"d:\AngularProject\Polerace\src\app\Platform\settings\components\stripe-payment\stripe-payment.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\stripe-payment\stripe-payment.component.ts", "TypeScript", 98, 0, 0, 2, 12, 112
"d:\AngularProject\Polerace\src\app\Platform\settings\components\update-subscription\update-subscription.component.html", "HTML", 0, 89, 0, 1, 4, 94
"d:\AngularProject\Polerace\src\app\Platform\settings\components\update-subscription\update-subscription.component.scss", "SCSS", 0, 0, 62, 2, 11, 75
"d:\AngularProject\Polerace\src\app\Platform\settings\components\update-subscription\update-subscription.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\update-subscription\update-subscription.component.ts", "TypeScript", 171, 0, 0, 0, 11, 182
"d:\AngularProject\Polerace\src\app\Platform\settings\components\updateprofile\updateprofile.component.html", "HTML", 0, 295, 0, 2, 9, 306
"d:\AngularProject\Polerace\src\app\Platform\settings\components\updateprofile\updateprofile.component.scss", "SCSS", 0, 0, 75, 2, 7, 84
"d:\AngularProject\Polerace\src\app\Platform\settings\components\updateprofile\updateprofile.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\settings\components\updateprofile\updateprofile.component.ts", "TypeScript", 251, 0, 0, 10, 19, 280
"d:\AngularProject\Polerace\src\app\Platform\settings\services\common.service.ts", "TypeScript", 26, 0, 0, 2, 8, 36
"d:\AngularProject\Polerace\src\app\Platform\settings\services\users.service.ts", "TypeScript", 119, 0, 0, 25, 29, 173
"d:\AngularProject\Polerace\src\app\Platform\settings\settings-routing.module.ts", "TypeScript", 64, 0, 0, 0, 3, 67
"d:\AngularProject\Polerace\src\app\Platform\settings\settings.module.ts", "TypeScript", 116, 0, 0, 0, 2, 118
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\create-shipping-package\create-shipping-package.component.html", "HTML", 0, 262, 0, 0, 17, 279
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\create-shipping-package\create-shipping-package.component.scss", "SCSS", 0, 0, 48, 1, 6, 55
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\create-shipping-package\create-shipping-package.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\create-shipping-package\create-shipping-package.component.ts", "TypeScript", 183, 0, 0, 0, 16, 199
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\manage-shipping-package\manage-shipping-package.component.html", "HTML", 0, 102, 0, 7, 7, 116
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\manage-shipping-package\manage-shipping-package.component.scss", "SCSS", 0, 0, 110, 3, 20, 133
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\manage-shipping-package\manage-shipping-package.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\component\manage-shipping-package\manage-shipping-package.component.ts", "TypeScript", 208, 0, 0, 0, 16, 224
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\service\shipping-package.service.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\service\shipping-package.service.ts", "TypeScript", 26, 0, 0, 0, 7, 33
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\shipping-package-routing.module.ts", "TypeScript", 23, 0, 0, 0, 4, 27
"d:\AngularProject\Polerace\src\app\Platform\shipping-package\shipping-package.module.ts", "TypeScript", 112, 0, 0, 0, 1, 113
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\add-subscription-plan\add-subscription-plan.component.html", "HTML", 0, 82, 0, 1, 4, 87
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\add-subscription-plan\add-subscription-plan.component.scss", "SCSS", 0, 0, 54, 2, 14, 70
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\add-subscription-plan\add-subscription-plan.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\add-subscription-plan\add-subscription-plan.component.ts", "TypeScript", 123, 0, 0, 2, 12, 137
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\subscription-listing\subscription-listing.component.html", "HTML", 0, 113, 0, 7, 5, 125
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\subscription-listing\subscription-listing.component.scss", "SCSS", 0, 0, 160, 6, 38, 204
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\subscription-listing\subscription-listing.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\Platform\subscription\components\subscription-listing\subscription-listing.component.ts", "TypeScript", 144, 0, 0, 1, 16, 161
"d:\AngularProject\Polerace\src\app\Platform\subscription\services\subscription-service.service.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\AngularProject\Polerace\src\app\Platform\subscription\services\subscription-service.service.ts", "TypeScript", 25, 0, 0, 7, 11, 43
"d:\AngularProject\Polerace\src\app\Platform\subscription\subscription-routing.module.ts", "TypeScript", 18, 0, 0, 0, 4, 22
"d:\AngularProject\Polerace\src\app\Platform\subscription\subscription.module.ts", "TypeScript", 28, 0, 0, 0, 2, 30
"d:\AngularProject\Polerace\src\app\app-routing.module.ts", "TypeScript", 39, 0, 0, 10, 6, 55
"d:\AngularProject\Polerace\src\app\app.component.html", "HTML", 0, 1, 0, 0, 2, 3
"d:\AngularProject\Polerace\src\app\app.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\app.component.spec.ts", "TypeScript", 27, 0, 0, 0, 5, 32
"d:\AngularProject\Polerace\src\app\app.component.ts", "TypeScript", 24, 0, 0, 7, 9, 40
"d:\AngularProject\Polerace\src\app\app.module.ts", "TypeScript", 90, 0, 0, 4, 3, 97
"d:\AngularProject\Polerace\src\app\auth\auth-gaurd.ts", "TypeScript", 18, 0, 0, 3, 6, 27
"d:\AngularProject\Polerace\src\app\auth\auth-routing.module.ts", "TypeScript", 14, 0, 0, 0, 3, 17
"d:\AngularProject\Polerace\src\app\auth\auth.module.ts", "TypeScript", 28, 0, 0, 2, 7, 37
"d:\AngularProject\Polerace\src\app\auth\login\components\authfooter\authfooter.component.html", "HTML", 0, 1, 0, 1, 2, 4
"d:\AngularProject\Polerace\src\app\auth\login\components\authfooter\authfooter.component.scss", "SCSS", 0, 0, 5, 0, 1, 6
"d:\AngularProject\Polerace\src\app\auth\login\components\authfooter\authfooter.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\auth\login\components\authfooter\authfooter.component.ts", "TypeScript", 14, 0, 0, 4, 5, 23
"d:\AngularProject\Polerace\src\app\auth\login\components\authheader\authheader.component.html", "HTML", 0, 11, 0, 0, 3, 14
"d:\AngularProject\Polerace\src\app\auth\login\components\authheader\authheader.component.scss", "SCSS", 0, 0, 3, 0, 1, 4
"d:\AngularProject\Polerace\src\app\auth\login\components\authheader\authheader.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
