"filename", "language", "TypeScript", "HTML", "SCSS", "comment", "blank", "total"
"d:\AngularProject\Polerace\src\app\auth\login\components\authheader\authheader.component.ts", "TypeScript", 12, 0, 0, 0, 6, 18
"d:\AngularProject\Polerace\src\app\auth\login\components\login.component.html", "HTML", 0, 46, 0, 15, 7, 68
"d:\AngularProject\Polerace\src\app\auth\login\components\login.component.scss", "SCSS", 0, 0, 44, 2, 9, 55
"d:\AngularProject\Polerace\src\app\auth\login\components\login.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\auth\login\components\login.component.ts", "TypeScript", 98, 0, 0, 3, 6, 107
"d:\AngularProject\Polerace\src\app\auth\login\components\register\register.component.html", "HTML", 0, 99, 0, 6, 12, 117
"d:\AngularProject\Polerace\src\app\auth\login\components\register\register.component.scss", "SCSS", 0, 0, 44, 5, 11, 60
"d:\AngularProject\Polerace\src\app\auth\login\components\register\register.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\auth\login\components\register\register.component.ts", "TypeScript", 54, 0, 0, 0, 5, 59
"d:\AngularProject\Polerace\src\app\auth\login\components\resetpassword\resetpassword.component.html", "HTML", 0, 47, 0, 79, 8, 134
"d:\AngularProject\Polerace\src\app\auth\login\components\resetpassword\resetpassword.component.scss", "SCSS", 0, 0, 16, 0, 5, 21
"d:\AngularProject\Polerace\src\app\auth\login\components\resetpassword\resetpassword.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\auth\login\components\resetpassword\resetpassword.component.ts", "TypeScript", 26, 0, 0, 2, 12, 40
"d:\AngularProject\Polerace\src\app\auth\login\components\retrivepassword\retrivepassword.component.html", "HTML", 0, 37, 0, 3, 13, 53
"d:\AngularProject\Polerace\src\app\auth\login\components\retrivepassword\retrivepassword.component.scss", "SCSS", 0, 0, 7, 0, 2, 9
"d:\AngularProject\Polerace\src\app\auth\login\components\retrivepassword\retrivepassword.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\auth\login\components\retrivepassword\retrivepassword.component.ts", "TypeScript", 26, 0, 0, 1, 8, 35
"d:\AngularProject\Polerace\src\app\auth\login\login-routing.module.ts", "TypeScript", 29, 0, 0, 0, 3, 32
"d:\AngularProject\Polerace\src\app\auth\login\login.module.ts", "TypeScript", 36, 0, 0, 2, 2, 40
"d:\AngularProject\Polerace\src\app\auth\models\forgotPassword.ts", "TypeScript", 3, 0, 0, 0, 1, 4
"d:\AngularProject\Polerace\src\app\auth\models\register.ts", "TypeScript", 8, 0, 0, 0, 1, 9
"d:\AngularProject\Polerace\src\app\auth\models\resetPassword.ts", "TypeScript", 8, 0, 0, 0, 2, 10
"d:\AngularProject\Polerace\src\app\auth\service\auth.service.spec.ts", "TypeScript", 9, 0, 0, 0, 4, 13
"d:\AngularProject\Polerace\src\app\auth\service\auth.service.ts", "TypeScript", 53, 0, 0, 0, 9, 62
"d:\AngularProject\Polerace\src\app\auth\service\multi-translate-loader.ts", "TypeScript", 22, 0, 0, 6, 4, 32
"d:\AngularProject\Polerace\src\app\common-service.service.spec.ts", "TypeScript", 12, 0, 0, 0, 5, 17
"d:\AngularProject\Polerace\src\app\common-service.service.ts", "TypeScript", 16, 0, 0, 0, 3, 19
"d:\AngularProject\Polerace\src\app\home\components\solutions\solutions.component.html", "HTML", 0, 1, 0, 0, 1, 2
"d:\AngularProject\Polerace\src\app\home\components\solutions\solutions.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\home\components\solutions\solutions.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\home\components\solutions\solutions.component.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"d:\AngularProject\Polerace\src\app\shared\MustMatch.ts", "TypeScript", 15, 0, 0, 3, 4, 22
"d:\AngularProject\Polerace\src\app\shared\confirm-dialog\confirm-dialog.component.html", "HTML", 0, 7, 0, 24, 2, 33
"d:\AngularProject\Polerace\src\app\shared\confirm-dialog\confirm-dialog.component.scss", "SCSS", 0, 0, 2, 0, 1, 3
"d:\AngularProject\Polerace\src\app\shared\confirm-dialog\confirm-dialog.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\shared\confirm-dialog\confirm-dialog.component.ts", "TypeScript", 16, 0, 0, 0, 6, 22
"d:\AngularProject\Polerace\src\app\shared\confirmation-dialog\confirmation-dialog.component.html", "HTML", 0, 9, 0, 0, 3, 12
"d:\AngularProject\Polerace\src\app\shared\confirmation-dialog\confirmation-dialog.component.scss", "SCSS", 0, 0, 2, 0, 1, 3
"d:\AngularProject\Polerace\src\app\shared\confirmation-dialog\confirmation-dialog.component.ts", "TypeScript", 29, 0, 0, 0, 6, 35
"d:\AngularProject\Polerace\src\app\shared\directives\number-only.directive.ts", "TypeScript", 14, 0, 0, 0, 6, 20
"d:\AngularProject\Polerace\src\app\shared\directives\phone-masking.directive.ts", "TypeScript", 35, 0, 0, 0, 7, 42
"d:\AngularProject\Polerace\src\app\shared\enums\channels.ts", "TypeScript", 5, 0, 0, 0, 1, 6
"d:\AngularProject\Polerace\src\app\shared\helpers\permissions-helper.ts", "TypeScript", 72, 0, 0, 0, 12, 84
"d:\AngularProject\Polerace\src\app\shared\language-selector\language-selector.component.html", "HTML", 0, 14, 0, 0, 1, 15
"d:\AngularProject\Polerace\src\app\shared\language-selector\language-selector.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\language-selector\language-selector.component.ts", "TypeScript", 33, 0, 0, 0, 7, 40
"d:\AngularProject\Polerace\src\app\shared\layout\footer\footer.component.html", "HTML", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\layout\footer\footer.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\layout\footer\footer.component.ts", "TypeScript", 16, 0, 0, 0, 6, 22
"d:\AngularProject\Polerace\src\app\shared\layout\header\header.component.html", "HTML", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\layout\header\header.component.scss", "SCSS", 0, 0, 35, 2, 3, 40
"d:\AngularProject\Polerace\src\app\shared\layout\header\header.component.ts", "TypeScript", 105, 0, 0, 4, 10, 119
"d:\AngularProject\Polerace\src\app\shared\layout\main\main.component.html", "HTML", 0, 721, 0, 52, 46, 819
"d:\AngularProject\Polerace\src\app\shared\layout\main\main.component.scss", "SCSS", 0, 0, 6, 0, 2, 8
"d:\AngularProject\Polerace\src\app\shared\layout\main\main.component.ts", "TypeScript", 98, 0, 0, 3, 21, 122
"d:\AngularProject\Polerace\src\app\shared\layout\sidebar\sidebar.component.html", "HTML", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\layout\sidebar\sidebar.component.scss", "SCSS", 0, 0, 12, 0, 0, 12
"d:\AngularProject\Polerace\src\app\shared\layout\sidebar\sidebar.component.spec.ts", "TypeScript", 20, 0, 0, 0, 6, 26
"d:\AngularProject\Polerace\src\app\shared\layout\sidebar\sidebar.component.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"d:\AngularProject\Polerace\src\app\shared\models\common.ts", "TypeScript", 21, 0, 0, 0, 4, 25
"d:\AngularProject\Polerace\src\app\shared\models\language.ts", "TypeScript", 8, 0, 0, 0, 1, 9
"d:\AngularProject\Polerace\src\app\shared\models\languages.ts", "TypeScript", 20, 0, 0, 0, 3, 23
"d:\AngularProject\Polerace\src\app\shared\overlay\overlay.module.ts", "TypeScript", 12, 0, 0, 0, 2, 14
"d:\AngularProject\Polerace\src\app\shared\overlay\overlay.service.ts", "TypeScript", 25, 0, 0, 0, 3, 28
"d:\AngularProject\Polerace\src\app\shared\progress-spinner\progress-spinner\progress-spinner.component.html", "HTML", 0, 4, 0, 0, 1, 5
"d:\AngularProject\Polerace\src\app\shared\progress-spinner\progress-spinner\progress-spinner.component.scss", "SCSS", 0, 0, 0, 0, 1, 1
"d:\AngularProject\Polerace\src\app\shared\progress-spinner\progress-spinner\progress-spinner.component.ts", "TypeScript", 41, 0, 0, 3, 6, 50
"d:\AngularProject\Polerace\src\app\shared\progress-spinner\progress-spinner\progress-spinner.module.ts", "TypeScript", 14, 0, 0, 0, 2, 16
"d:\AngularProject\Polerace\src\app\shared\services\common.service.ts", "TypeScript", 19, 0, 0, 2, 5, 26
"d:\AngularProject\Polerace\src\app\shared\services\language.service.ts", "TypeScript", 82, 0, 0, 0, 21, 103
"d:\AngularProject\Polerace\src\app\shared\sort.pipe.ts", "TypeScript", 10, 0, 0, 10, 8, 28
"Total", "-", 17998, 15833, 5325, 2208, 4823, 46187
